GEOID,STATE,STATE_NAME,COUNTY,COUNTY_NAME,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx
1001020700,1,Alabama,1,Autauga,27,36,17,24,28
1003010200,1,Alabama,3,Baldwin,16,30,55,25,29
1003010400,1,Alabama,3,Baldwin,47,29,59,18,32
1003010500,1,Alabama,3,Baldwin,38,22,47,28,0
1003010600,1,Alabama,3,Baldwin,17,25,39,29,22
1003011501,1,Alabama,3,Baldwin,23,48,,31,0
1003011502,1,Alabama,3,Baldwin,10,21,,35,0
1005950100,1,Alabama,5,Barbour,23,22,42,1,0
1007010002,1,Alabama,7,Bibb,25,13,,24,31
1009050500,1,Alabama,9,Blount,28,22,53,23,24
1011952200,1,Alabama,11,Bullock,24,12,37,0,0
1013952800,1,Alabama,13,Butler,56,52,17,1,0
1015000700,1,Alabama,15,Calhoun,11,12,,19,13
1015000800,1,Alabama,15,Calhoun,19,5,10,28,18
1015002101,1,Alabama,15,Calhoun,35,10,34,20,79
1017954300,1,Alabama,17,Chambers,19,11,49,4,10
1019955900,1,Alabama,19,Cherokee,37,25,51,4,0
1021060102,1,Alabama,21,Chilton,18,25,29,22,0
1023956800,1,Alabama,23,Choctaw,28,22,52,1,0
1025957902,1,Alabama,25,Clarke,13,11,34,1,0
1027959000,1,Alabama,27,Clay,17,17,46,6,14
1029959600,1,Alabama,29,Cleburne,21,17,34,3,0
1031010900,1,Alabama,31,Coffee,22,18,39,19,0
1033020200,1,Alabama,33,Colbert,10,29,34,33,51
1035960400,1,Alabama,35,Conecuh,7,1,40,0,24
1037961000,1,Alabama,37,Coosa,18,2,42,4,14
1039962000,1,Alabama,39,Covington,19,30,48,3,0
1039962700,1,Alabama,39,Covington,12,22,40,4,0
1041963700,1,Alabama,41,Crenshaw,20,19,44,4,13
1043964800,1,Alabama,43,Cullman,26,17,24,12,0
1043965000,1,Alabama,43,Cullman,16,27,6,13,0
1045020700,1,Alabama,45,Dale,8,15,16,20,0
1047956500,1,Alabama,47,Dallas,1,0,,1,0
1049960900,1,Alabama,49,DeKalb,20,17,63,5,0
1051031000,1,Alabama,51,Elmore,27,57,25,25,8
1051031300,1,Alabama,51,Elmore,26,32,21,26,0
1053970400,1,Alabama,53,Escambia,23,1,59,0,14
1055001200,1,Alabama,55,Etowah,27,4,12,24,0
1057020300,1,Alabama,57,Fayette,16,13,50,3,0
1059973700,1,Alabama,59,Franklin,27,17,65,2,0
1061050300,1,Alabama,61,Geneva,16,19,24,6,0
1063060200,1,Alabama,63,Greene,8,3,42,0,11
1065040400,1,Alabama,65,Hale,10,6,45,17,17
1067030200,1,Alabama,67,Henry,28,12,41,8,14
1069041500,1,Alabama,69,Houston,10,13,33,9,0
1071950600,1,Alabama,71,Jackson,32,18,65,4,10
1073000100,1,Alabama,73,Jefferson,9,6,11,39,20
1073000300,1,Alabama,73,Jefferson,8,9,2,59,62
1073000400,1,Alabama,73,Jefferson,3,7,1,34,33
1073000500,1,Alabama,73,Jefferson,2,3,3,56,68
1073000700,1,Alabama,73,Jefferson,0,0,0,50,63
1073000800,1,Alabama,73,Jefferson,17,8,0,48,55
1073001200,1,Alabama,73,Jefferson,19,4,1,43,47
1073001400,1,Alabama,73,Jefferson,13,27,1,55,73
1073001500,1,Alabama,73,Jefferson,3,3,1,69,83
1073001600,1,Alabama,73,Jefferson,2,0,0,61,79
1073001902,1,Alabama,73,Jefferson,8,8,3,49,46
1073002200,1,Alabama,73,Jefferson,5,9,7,46,45
1073002303,1,Alabama,73,Jefferson,1,5,4,56,52
1073002400,1,Alabama,73,Jefferson,1,5,2,68,75
1073002700,1,Alabama,73,Jefferson,5,7,0,81,79
1073002900,1,Alabama,73,Jefferson,1,0,2,76,85
1073003001,1,Alabama,73,Jefferson,56,10,4,49,58
1073003002,1,Alabama,73,Jefferson,3,5,2,61,73
1073003200,1,Alabama,73,Jefferson,11,2,3,60,56
1073003900,1,Alabama,73,Jefferson,3,2,9,61,56
1073004200,1,Alabama,73,Jefferson,15,8,5,62,69
1073004500,1,Alabama,73,Jefferson,4,7,1,88,86
1073010200,1,Alabama,73,Jefferson,3,2,9,43,26
1073011209,1,Alabama,73,Jefferson,11,13,22,36,28
1073011705,1,Alabama,73,Jefferson,59,64,17,24,16
1073012002,1,Alabama,73,Jefferson,48,75,8,31,19
1073012701,1,Alabama,73,Jefferson,19,55,27,33,37
1073013100,1,Alabama,73,Jefferson,6,9,17,44,40
1075030100,1,Alabama,75,Lamar,29,21,57,1,0
1077010100,1,Alabama,77,Lauderdale,5,3,27,36,27
1077010900,1,Alabama,77,Lauderdale,51,48,17,34,14
1079979100,1,Alabama,79,Lawrence,29,16,49,8,32
1081040200,1,Alabama,81,Lee,74,83,16,29,30
1081040300,1,Alabama,81,Lee,43,94,16,33,42
1081040604,1,Alabama,81,Lee,61,41,,35,61
1081040700,1,Alabama,81,Lee,30,9,16,38,59
1081040800,1,Alabama,81,Lee,79,57,12,75,82
1081041100,1,Alabama,81,Lee,18,48,30,33,25
1081041300,1,Alabama,81,Lee,19,48,14,28,8
1083020201,1,Alabama,83,Limestone,22,22,,39,42
1083020600,1,Alabama,83,Limestone,18,24,29,52,27
1083020700,1,Alabama,83,Limestone,13,30,34,60,50
1085780800,1,Alabama,85,Lowndes,17,9,,19,33
1087231500,1,Alabama,87,Macon,13,17,,1,9
1087231603,1,Alabama,87,Macon,13,25,,0,0
1087232200,1,Alabama,87,Macon,31,15,,0,0
1089000201,1,Alabama,89,Madison,10,16,25,56,48
1089000202,1,Alabama,89,Madison,9,1,24,56,49
1089001301,1,Alabama,89,Madison,14,27,,81,84
1089001402,1,Alabama,89,Madison,39,62,,80,80
1089001500,1,Alabama,89,Madison,30,16,25,68,67
1089002100,1,Alabama,89,Madison,2,6,8,79,80
1089002501,1,Alabama,89,Madison,4,26,27,84,84
1089003000,1,Alabama,89,Madison,11,18,,73,68
1089003100,1,Alabama,89,Madison,21,5,,74,58
1089010622,1,Alabama,89,Madison,36,62,33,75,76
1091972900,1,Alabama,91,Marengo,5,10,,1,0
1093964400,1,Alabama,93,Marion,33,11,,2,0
1093964500,1,Alabama,93,Marion,30,9,,1,12
1095030100,1,Alabama,95,Marshall,18,6,68,5,42
1097000200,1,Alabama,97,Mobile,16,18,11,41,37
1097000401,1,Alabama,97,Mobile,3,2,17,36,71
1097000600,1,Alabama,97,Mobile,1,1,22,33,62
1097001002,1,Alabama,97,Mobile,23,15,29,29,63
1097001200,1,Alabama,97,Mobile,1,0,36,21,66
1097001302,1,Alabama,97,Mobile,1,5,36,28,53
1097001400,1,Alabama,97,Mobile,5,5,32,33,47
1097001501,1,Alabama,97,Mobile,0,3,32,33,57
1097001502,1,Alabama,97,Mobile,0,0,24,41,71
1097002600,1,Alabama,97,Mobile,2,5,22,29,32
1097002800,1,Alabama,97,Mobile,14,32,28,41,47
1097003402,1,Alabama,97,Mobile,42,29,29,14,16
1097006403,1,Alabama,97,Mobile,41,23,42,16,0
1097007400,1,Alabama,97,Mobile,10,25,,20,15
1099076000,1,Alabama,99,Monroe,9,5,,0,0
1101000100,1,Alabama,101,Montgomery,0,0,5,57,48
1101000200,1,Alabama,101,Montgomery,19,0,5,55,50
1101000300,1,Alabama,101,Montgomery,11,18,22,25,44
1101000500,1,Alabama,101,Montgomery,13,52,8,46,67
1101000600,1,Alabama,101,Montgomery,0,0,7,48,54
1101001000,1,Alabama,101,Montgomery,0,0,16,42,49
1101001100,1,Alabama,101,Montgomery,2,8,12,40,54
1101002100,1,Alabama,101,Montgomery,29,43,11,26,46
1101002900,1,Alabama,101,Montgomery,16,35,18,36,41
1101005603,1,Alabama,101,Montgomery,4,25,15,33,38
1101005902,1,Alabama,101,Montgomery,7,7,19,22,43
1101006000,1,Alabama,101,Montgomery,12,25,34,18,36
1103000100,1,Alabama,103,Morgan,5,4,17,29,34
1105687000,1,Alabama,105,Perry,27,11,,0,0
1107050100,1,Alabama,107,Pickens,27,21,49,12,10
1109189100,1,Alabama,109,Pike,41,28,,2,0
1111000500,1,Alabama,111,Randolph,12,17,,4,0
1113030200,1,Alabama,113,Russell,1,2,12,39,69
1115040203,1,Alabama,115,St. Clair,16,28,31,28,0
1117030703,1,Alabama,117,Shelby,24,19,,25,28
1119011300,1,Alabama,119,Sumter,14,9,,0,0
1121010900,1,Alabama,121,Talladega,23,6,13,8,0
1123962300,1,Alabama,123,Tallapoosa,25,27,,5,0
1125010403,1,Alabama,125,Tuscaloosa,37,50,5,31,26
1125010404,1,Alabama,125,Tuscaloosa,10,45,7,31,45
1125011600,1,Alabama,125,Tuscaloosa,18,5,2,38,39
1125011701,1,Alabama,125,Tuscaloosa,6,7,4,30,46
1125011800,1,Alabama,125,Tuscaloosa,5,10,3,34,52
1125012100,1,Alabama,125,Tuscaloosa,40,62,12,36,40
1125012303,1,Alabama,125,Tuscaloosa,27,68,10,34,19
1125012405,1,Alabama,125,Tuscaloosa,17,15,4,42,50
1125012600,1,Alabama,125,Tuscaloosa,36,30,9,37,61
1125012800,1,Alabama,125,Tuscaloosa,4,15,11,26,15
1127020400,1,Alabama,127,Walker,26,16,27,28,19
1129044200,1,Alabama,129,Washington,32,3,,6,38
1131035100,1,Alabama,131,Wilcox,8,1,,0,0
1133965700,1,Alabama,133,Winston,19,18,,1,0
2013000100,2,Alaska,13,Aleutians East,34,83,95,60,23
2016000100,2,Alaska,16,Aleutians West,49,32,95,91,78
2020000300,2,Alaska,20,Anchorage,80,17,80,85,80
2020000600,2,Alaska,20,Anchorage,14,12,13,92,77
2020000702,2,Alaska,20,Anchorage,67,52,28,87,71
2020000703,2,Alaska,20,Anchorage,52,22,37,89,76
2020001000,2,Alaska,20,Anchorage,33,45,0,95,86
2020001900,2,Alaska,20,Anchorage,31,54,1,94,85
2020002000,2,Alaska,20,Anchorage,42,43,0,95,89
2050000300,2,Alaska,50,Bethel,15,10,90,42,28
2090000100,2,Alaska,90,Fairbanks North Star,43,35,1,91,73
2090000200,2,Alaska,90,Fairbanks North Star,49,20,13,84,56
2090001100,2,Alaska,90,Fairbanks North Star,41,7,73,74,61
2100000100,2,Alaska,100,Haines,66,61,95,25,0
2105000300,2,Alaska,105,Hoonah-Angoon,37,42,,29,16
2122000100,2,Alaska,122,Kenai Peninsula,24,2,95,55,62
2170000401,2,Alaska,170,Matanuska-Susitna,34,8,,75,35
2170000701,2,Alaska,170,Matanuska-Susitna,81,34,,74,29
2180000100,2,Alaska,180,Nome,5,3,94,24,0
2185000200,2,Alaska,185,North Slope,46,10,95,68,27
2188000100,2,Alaska,188,Northwest Arctic,15,2,7,45,21
2198000100,2,Alaska,198,Prince of Wales-Hyder,38,23,,32,77
2198940100,2,Alaska,198,Prince of Wales-Hyder,46,14,,17,62
2275000300,2,Alaska,275,Wrangell,61,50,,31,26
2290000200,2,Alaska,290,Yukon-Koyukuk,26,12,95,6,0
4001945100,4,Arizona,1,Apache,5,3,98,0,0
4001970200,4,Arizona,1,Apache,27,14,98,1,9
4001970502,4,Arizona,1,Apache,22,11,,1,17
4003000301,4,Arizona,3,Cochise,18,13,,23,31
4003000600,4,Arizona,3,Cochise,13,2,91,10,21
4003001100,4,Arizona,3,Cochise,12,39,96,13,19
4003001702,4,Arizona,3,Cochise,31,37,,15,0
4005000900,4,Arizona,5,Coconino,65,91,94,28,42
4005002200,4,Arizona,5,Coconino,43,58,,20,18
4005002300,4,Arizona,5,Coconino,17,54,,32,42
4005942202,4,Arizona,5,Coconino,6,0,,25,44
4005945000,4,Arizona,5,Coconino,7,9,,34,39
4005945100,4,Arizona,5,Coconino,8,2,,25,57
4005945200,4,Arizona,5,Coconino,19,43,,32,59
4007000900,4,Arizona,7,Gila,20,21,67,8,0
4007001100,4,Arizona,7,Gila,37,48,85,8,0
4007940400,4,Arizona,7,Gila,1,1,91,7,25
4009961201,4,Arizona,9,Graham,69,59,,20,0
4011960100,4,Arizona,11,Greenlee,49,15,,30,46
4011960300,4,Arizona,11,Greenlee,17,7,,30,60
4012020100,4,Arizona,12,La Paz,15,24,89,8,25
4012940300,4,Arizona,12,La Paz,12,23,73,9,47
4013040502,4,Arizona,13,Maricopa,20,25,75,45,14
4013050604,4,Arizona,13,Maricopa,36,11,,34,41
4013050607,4,Arizona,13,Maricopa,26,28,,25,9
4013050609,4,Arizona,13,Maricopa,38,25,,30,0
4013060801,4,Arizona,13,Maricopa,4,12,,64,62
4013060902,4,Arizona,13,Maricopa,12,33,,50,44
4013061024,4,Arizona,13,Maricopa,41,50,,28,0
4013061200,4,Arizona,13,Maricopa,6,31,32,59,39
4013061300,4,Arizona,13,Maricopa,30,35,44,47,17
4013071910,4,Arizona,13,Maricopa,29,33,45,55,70
4013071913,4,Arizona,13,Maricopa,27,21,,61,68
4013082024,4,Arizona,13,Maricopa,26,45,,58,46
4013082208,4,Arizona,13,Maricopa,18,10,,29,25
4013092401,4,Arizona,13,Maricopa,10,15,,78,85
4013092500,4,Arizona,13,Maricopa,16,19,42,67,59
4013092600,4,Arizona,13,Maricopa,2,4,39,68,70
4013092900,4,Arizona,13,Maricopa,2,6,36,70,71
4013093001,4,Arizona,13,Maricopa,15,20,,80,87
4013093104,4,Arizona,13,Maricopa,2,6,32,85,87
4013103210,4,Arizona,13,Maricopa,44,57,51,80,78
4013104205,4,Arizona,13,Maricopa,36,28,26,71,81
4013104401,4,Arizona,13,Maricopa,31,37,,72,66
4013104402,4,Arizona,13,Maricopa,56,77,,91,91
4013105501,4,Arizona,13,Maricopa,2,16,,75,68
4013105502,4,Arizona,13,Maricopa,15,55,,84,66
4013105503,4,Arizona,13,Maricopa,12,28,,91,94
4013106003,4,Arizona,13,Maricopa,14,34,,74,87
4013106802,4,Arizona,13,Maricopa,28,17,,70,78
4013107201,4,Arizona,13,Maricopa,0,7,20,77,71
4013107300,4,Arizona,13,Maricopa,18,16,6,72,84
4013107400,4,Arizona,13,Maricopa,6,20,21,75,84
4013108902,4,Arizona,13,Maricopa,8,13,20,80,91
4013109002,4,Arizona,13,Maricopa,5,15,,83,90
4013109003,4,Arizona,13,Maricopa,1,5,,80,92
4013109200,4,Arizona,13,Maricopa,0,6,14,74,80
4013109300,4,Arizona,13,Maricopa,5,6,29,48,63
4013110100,4,Arizona,13,Maricopa,3,15,20,70,83
4013111700,4,Arizona,13,Maricopa,18,46,13,70,92
4013112100,4,Arizona,13,Maricopa,1,13,16,61,76
4013112509,4,Arizona,13,Maricopa,8,37,,73,74
4013112512,4,Arizona,13,Maricopa,11,39,,72,69
4013112513,4,Arizona,13,Maricopa,47,26,,45,48
4013113100,4,Arizona,13,Maricopa,11,39,4,87,92
4013113203,4,Arizona,13,Maricopa,0,3,1,72,87
4013113300,4,Arizona,13,Maricopa,0,4,2,81,93
4013113801,4,Arizona,13,Maricopa,5,44,,79,88
4013113900,4,Arizona,13,Maricopa,0,2,2,72,89
4013114000,4,Arizona,13,Maricopa,5,11,5,82,93
4013114100,4,Arizona,13,Maricopa,13,1,0,82,72
4013114200,4,Arizona,13,Maricopa,1,3,9,73,93
4013114800,4,Arizona,13,Maricopa,4,4,19,54,85
4013114900,4,Arizona,13,Maricopa,0,2,6,71,89
4013115200,4,Arizona,13,Maricopa,3,13,26,76,89
4013115300,4,Arizona,13,Maricopa,4,6,38,61,84
4013115400,4,Arizona,13,Maricopa,2,9,38,55,80
4013115801,4,Arizona,13,Maricopa,1,4,44,68,83
4013116500,4,Arizona,13,Maricopa,24,5,43,50,70
4013116900,4,Arizona,13,Maricopa,1,7,,69,83
4013117200,4,Arizona,13,Maricopa,19,4,,58,84
4013117300,4,Arizona,13,Maricopa,0,1,,64,85
4013217201,4,Arizona,13,Maricopa,23,94,40,89,85
4013218000,4,Arizona,13,Maricopa,39,79,48,65,80
4013318400,4,Arizona,13,Maricopa,19,59,37,70,78
4013318800,4,Arizona,13,Maricopa,31,64,28,84,94
4013319104,4,Arizona,13,Maricopa,39,47,,88,92
4013319202,4,Arizona,13,Maricopa,7,39,,88,90
4013319705,4,Arizona,13,Maricopa,48,79,,63,80
4013420206,4,Arizona,13,Maricopa,53,33,28,59,74
4013421302,4,Arizona,13,Maricopa,14,41,31,75,85
4013421303,4,Arizona,13,Maricopa,24,27,,69,81
4013421304,4,Arizona,13,Maricopa,36,39,,87,90
4013421400,4,Arizona,13,Maricopa,17,12,30,74,50
4013421501,4,Arizona,13,Maricopa,28,25,32,69,86
4013421502,4,Arizona,13,Maricopa,15,29,36,63,81
4013422203,4,Arizona,13,Maricopa,23,28,31,74,77
4013422401,4,Arizona,13,Maricopa,49,74,50,62,58
4013422641,4,Arizona,13,Maricopa,72,61,,37,33
4013522800,4,Arizona,13,Maricopa,16,38,60,40,35
4013523102,4,Arizona,13,Maricopa,17,27,40,54,46
4013523104,4,Arizona,13,Maricopa,20,54,39,63,70
4013614700,4,Arizona,13,Maricopa,18,44,,71,77
4013723305,4,Arizona,13,Maricopa,11,22,,37,19
4013817600,4,Arizona,13,Maricopa,21,33,,31,27
4013941100,4,Arizona,13,Maricopa,,,41,30,36
4013941300,4,Arizona,13,Maricopa,10,5,,55,83
4015940400,4,Arizona,15,Mohave,8,11,98,5,10
4015951602,4,Arizona,15,Mohave,30,15,,23,60
4015951900,4,Arizona,15,Mohave,42,29,75,8,0
4015952400,4,Arizona,15,Mohave,4,3,72,6,0
4015953900,4,Arizona,15,Mohave,33,23,,9,0
4015954800,4,Arizona,15,Mohave,36,0,,10,42
4015955000,4,Arizona,15,Mohave,11,18,,9,33
4017960500,4,Arizona,17,Navajo,7,1,89,5,9
4017963300,4,Arizona,17,Navajo,52,31,,2,16
4017965300,4,Arizona,17,Navajo,9,10,58,4,24
4019000100,4,Arizona,19,Pima,6,58,5,56,0
4019000200,4,Arizona,19,Pima,16,25,21,60,84
4019000300,4,Arizona,19,Pima,26,42,16,56,78
4019000400,4,Arizona,19,Pima,40,68,11,60,85
4019000800,4,Arizona,19,Pima,36,66,9,50,71
4019001200,4,Arizona,19,Pima,9,15,27,39,51
4019001302,4,Arizona,19,Pima,4,3,10,62,81
4019001303,4,Arizona,19,Pima,3,11,,68,84
4019001801,4,Arizona,19,Pima,11,40,,58,69
4019002201,4,Arizona,19,Pima,23,8,,36,41
4019002202,4,Arizona,19,Pima,20,10,,37,62
4019002300,4,Arizona,19,Pima,1,8,15,49,65
4019002501,4,Arizona,19,Pima,10,1,27,37,53
4019002901,4,Arizona,19,Pima,15,29,38,53,68
4019003501,4,Arizona,19,Pima,8,17,48,50,63
4019003802,4,Arizona,19,Pima,8,7,15,41,51
4019004011,4,Arizona,19,Pima,22,12,56,41,47
4019004067,4,Arizona,19,Pima,26,42,,68,81
4019004112,4,Arizona,19,Pima,35,13,3,26,57
4019004115,4,Arizona,19,Pima,0,17,,48,83
4019004116,4,Arizona,19,Pima,14,30,,42,77
4019004117,4,Arizona,19,Pima,25,25,,38,67
4019004122,4,Arizona,19,Pima,16,25,,37,59
4019004504,4,Arizona,19,Pima,5,20,36,45,59
4019004613,4,Arizona,19,Pima,56,52,56,38,21
4019410502,4,Arizona,19,Pima,,,,,
4019940900,4,Arizona,19,Pima,3,1,67,22,64
4019941000,4,Arizona,19,Pima,3,2,,13,20
4021000310,4,Arizona,21,Pinal,13,6,,59,70
4021000400,4,Arizona,21,Pinal,27,14,90,32,32
4021000700,4,Arizona,21,Pinal,38,11,95,32,27
4021000901,4,Arizona,21,Pinal,26,0,,46,35
4021001000,4,Arizona,21,Pinal,5,8,75,39,18
4021001500,4,Arizona,21,Pinal,2,10,51,43,31
4021001900,4,Arizona,21,Pinal,19,5,42,34,48
4021002103,4,Arizona,21,Pinal,42,30,,25,13
4021002300,4,Arizona,21,Pinal,28,23,,29,41
4023966302,4,Arizona,23,Santa Cruz,2,1,,13,0
4023966402,4,Arizona,23,Santa Cruz,3,12,,16,0
4025000606,4,Arizona,25,Yavapai,23,25,,29,0
4025000900,4,Arizona,25,Yavapai,13,12,79,40,0
4025001601,4,Arizona,25,Yavapai,29,13,,18,48
4025002100,4,Arizona,25,Yavapai,4,4,,20,52
4027000100,4,Arizona,27,Yuma,13,3,38,32,0
4027000700,4,Arizona,27,Yuma,11,9,37,36,36
4027010913,4,Arizona,27,Yuma,12,80,,24,43
4027011202,4,Arizona,27,Yuma,37,36,,13,34
4027011403,4,Arizona,27,Yuma,14,7,,17,0
4027011501,4,Arizona,27,Yuma,5,13,80,8,26
4027011600,4,Arizona,27,Yuma,12,12,74,14,19
4027012100,4,Arizona,27,Yuma,31,20,,10,14
5001480400,5,Arkansas,1,Arkansas,27,9,,6,19
5003960600,5,Arkansas,3,Ashley,38,37,27,3,0
5007020301,5,Arkansas,7,Benton,4,28,31,46,48
5007021101,5,Arkansas,7,Benton,17,65,,27,0
5009790501,5,Arkansas,9,Boone,55,37,,8,0
5011950300,5,Arkansas,11,Bradley,4,16,52,1,0
5015950300,5,Arkansas,15,Carroll,18,37,72,5,0
5017080300,5,Arkansas,17,Chicot,8,11,,0,0
5019953900,5,Arkansas,19,Clark,25,18,40,1,10
5023480300,5,Arkansas,23,Cleburne,19,34,,9,0
5027950200,5,Arkansas,27,Columbia,10,15,42,3,0
5029950300,5,Arkansas,29,Conway,8,20,25,5,0
5031000101,5,Arkansas,31,Craighead,10,44,,38,25
5031000502,5,Arkansas,31,Craighead,14,6,,16,0
5031000602,5,Arkansas,31,Craighead,1,9,24,32,44
5033020501,5,Arkansas,33,Crawford,5,20,,6,29
5035030600,5,Arkansas,35,Crittenden,9,27,41,26,44
5035030703,5,Arkansas,35,Crittenden,26,15,,28,50
5039970300,5,Arkansas,39,Dallas,18,8,50,3,0
5041950100,5,Arkansas,41,Desha,54,32,72,0,0
5041950200,5,Arkansas,41,Desha,14,34,66,0,0
5043490300,5,Arkansas,43,Drew,17,15,,2,0
5043490400,5,Arkansas,43,Drew,12,20,,1,9
5045030403,5,Arkansas,45,Faulkner,17,22,30,36,20
5045030702,5,Arkansas,45,Faulkner,28,34,,49,37
5045030900,5,Arkansas,45,Faulkner,6,10,9,49,41
5047950200,5,Arkansas,47,Franklin,17,12,44,5,0
5051010700,5,Arkansas,51,Garland,4,7,37,17,19
5051010800,5,Arkansas,51,Garland,10,26,30,23,24
5051011500,5,Arkansas,51,Garland,7,3,14,29,15
5053470300,5,Arkansas,53,Grant,38,26,,20,41
5055480500,5,Arkansas,55,Greene,22,17,,17,12
5055480700,5,Arkansas,55,Greene,20,9,,15,18
5057480300,5,Arkansas,57,Hempstead,6,23,,1,0
5059020200,5,Arkansas,59,Hot Spring,26,21,15,13,0
5061950300,5,Arkansas,61,Howard,9,35,40,4,0
5063490200,5,Arkansas,63,Independence,18,39,,5,0
5063490600,5,Arkansas,63,Independence,17,24,,6,0
5067480400,5,Arkansas,67,Jackson,27,1,,0,15
5069000502,5,Arkansas,69,Jefferson,10,28,29,5,0
5069001000,5,Arkansas,69,Jefferson,7,2,15,10,0
5069002400,5,Arkansas,69,Jefferson,43,32,,3,26
5069002500,5,Arkansas,69,Jefferson,10,30,,3,0
5071952000,5,Arkansas,71,Johnson,19,27,39,2,0
5073470100,5,Arkansas,73,Lafayette,18,10,,0,0
5075470100,5,Arkansas,75,Lawrence,20,20,,1,0
5081030102,5,Arkansas,81,Little River,37,39,45,8,0
5083950500,5,Arkansas,83,Logan,20,13,48,3,0
5089960202,5,Arkansas,89,Marion,27,26,,1,0
5091020500,5,Arkansas,91,Miller,11,1,26,13,26
5093010700,5,Arkansas,93,Mississippi,70,46,73,1,17
5093010800,5,Arkansas,93,Mississippi,29,17,75,2,0
5093011100,5,Arkansas,93,Mississippi,20,8,68,1,0
5099090200,5,Arkansas,99,Nevada,13,21,,1,0
5103950200,5,Arkansas,103,Ouachita,15,6,49,0,0
5103950600,5,Arkansas,103,Ouachita,10,17,37,2,0
5107480400,5,Arkansas,107,Phillips,1,2,,0,0
5107480600,5,Arkansas,107,Phillips,6,13,,0,0
5113950400,5,Arkansas,113,Polk,43,24,58,2,0
5115951300,5,Arkansas,115,Pope,12,36,10,17,0
5115951600,5,Arkansas,115,Pope,28,50,17,11,0
5119000200,5,Arkansas,119,Pulaski,31,9,2,25,57
5119001800,5,Arkansas,119,Pulaski,4,24,21,65,82
5119002500,5,Arkansas,119,Pulaski,43,29,5,65,84
5119002800,5,Arkansas,119,Pulaski,1,1,8,53,75
5119003001,5,Arkansas,119,Pulaski,0,1,,57,81
5119003605,5,Arkansas,119,Pulaski,32,67,34,32,13
5119004600,5,Arkansas,119,Pulaski,11,38,,65,86
5119004700,5,Arkansas,119,Pulaski,21,46,,66,88
5123960400,5,Arkansas,123,St. Francis,6,9,41,3,0
5123960600,5,Arkansas,123,St. Francis,9,1,61,2,0
5131000200,5,Arkansas,131,Sebastian,5,16,4,7,0
5131000300,5,Arkansas,131,Sebastian,1,2,19,22,42
5131000800,5,Arkansas,131,Sebastian,8,15,17,27,54
5133080300,5,Arkansas,133,Sevier,12,17,,6,0
5139950900,5,Arkansas,139,Union,3,4,9,13,17
5139951000,5,Arkansas,139,Union,9,11,9,9,0
5141460200,5,Arkansas,141,Van Buren,8,15,,1,0
5143010200,5,Arkansas,143,Washington,10,26,37,42,69
5143010301,5,Arkansas,143,Washington,12,49,40,43,61
5143010302,5,Arkansas,143,Washington,11,43,41,40,69
5143010600,5,Arkansas,143,Washington,29,50,34,44,56
5143011101,5,Arkansas,143,Washington,22,33,45,43,61
5143011200,5,Arkansas,143,Washington,25,12,25,49,28
5145070800,5,Arkansas,145,White,32,22,,25,0
6001401000,6,California,1,Alameda,22,55,17,96,90
6001401400,6,California,1,Alameda,7,13,10,97,95
6001401500,6,California,1,Alameda,16,38,22,96,93
6001401600,6,California,1,Alameda,6,12,22,96,92
6001401700,6,California,1,Alameda,26,75,34,96,90
6001402200,6,California,1,Alameda,32,23,29,96,93
6001402400,6,California,1,Alameda,9,1,14,97,96
6001402500,6,California,1,Alameda,4,10,19,96,95
6001402600,6,California,1,Alameda,18,49,5,98,95
6001402700,6,California,1,Alameda,15,26,10,97,95
6001402800,6,California,1,Alameda,5,12,6,98,94
6001403300,6,California,1,Alameda,35,89,15,98,95
6001405901,6,California,1,Alameda,7,4,,96,93
6001405902,6,California,1,Alameda,11,29,,96,92
6001406000,6,California,1,Alameda,7,53,21,96,89
6001406100,6,California,1,Alameda,39,35,14,95,87
6001406201,6,California,1,Alameda,17,14,24,96,92
6001406202,6,California,1,Alameda,6,27,20,95,90
6001407200,6,California,1,Alameda,11,17,22,94,90
6001407300,6,California,1,Alameda,26,46,14,92,79
6001408400,6,California,1,Alameda,12,5,33,94,85
6001408500,6,California,1,Alameda,7,17,25,92,84
6001408600,6,California,1,Alameda,6,14,23,91,82
6001408700,6,California,1,Alameda,15,8,23,92,85
6001408800,6,California,1,Alameda,6,6,20,93,85
6001408900,6,California,1,Alameda,3,5,12,93,84
6001409000,6,California,1,Alameda,21,13,26,88,72
6001409500,6,California,1,Alameda,16,12,0,93,86
6001409700,6,California,1,Alameda,15,14,30,92,85
6001410500,6,California,1,Alameda,3,3,,97,94
6001422900,6,California,1,Alameda,53,48,15,93,92
6001423200,6,California,1,Alameda,59,82,24,95,90
6001423500,6,California,1,Alameda,58,91,20,96,89
6001423901,6,California,1,Alameda,44,88,20,95,91
6001424001,6,California,1,Alameda,31,60,19,96,93
6001433102,6,California,1,Alameda,78,60,24,90,75
6001433700,6,California,1,Alameda,62,56,25,92,74
6001433800,6,California,1,Alameda,58,26,24,93,83
6001434000,6,California,1,Alameda,21,27,15,93,81
6001435400,6,California,1,Alameda,54,54,19,94,77
6001435602,6,California,1,Alameda,20,23,,92,78
6001437500,6,California,1,Alameda,10,13,35,93,84
6001437600,6,California,1,Alameda,23,10,39,91,78
6001437701,6,California,1,Alameda,13,30,,94,86
